hh_type,hh_id
Lone parent with dependent children,HHB5_21425
Live alone,HHB5_21430
Couple with no children,HHB5_21432
Couple with independent children only,HHB5_21437
Two or more non-family adults,HHB5_21440
Couple with independent children only,HHB5_21442
Couple with dependent children,HHB5_21446
Couple with no children,HHB5_21452
Couple with dependent children,HHB5_21461
Live alone,HHB5_21463
Live alone,HHB5_21464
Households containing two or more families,HHB5_21466
Couple with no children,HHB5_21468
Couple with independent children only,HHB5_21470
Couple with independent children only,HHB5_21471
Couple with no children,HHB5_21472
Couple with no children,HHB5_21473
Couple with independent children only,HHB5_21474
Live alone,HHB5_21476
Couple with no children,HHB5_21477
Couple with no children,HHB5_21478
Live alone,HHB5_21479
Couple with independent children only,HHB5_21480
Live alone,HHB5_21482
Live alone,HHB5_21483
Live alone,HHB5_21484
Couple with independent children only,HHB5_21485
Couple with independent children only,HHB5_21486
Couple with no children,HHB5_21487
Couple with independent children only,HHB5_21488
Couple with no children,HHB5_21489
Live alone,HHB5_21490
Live alone,HHB5_21491
Live alone,HHB5_21492
Live alone,HHB5_21494
Couple with independent children only,HHB5_21495
Live alone,HHB5_21496
Lone parent with independent children only,HHB5_21497
Couple with dependent children,HHB5_21498
Couple with independent children only,HHB5_21500
Couple with no children,HHB5_21501
Couple with independent children only,HHB5_21502
Other,HHB5_21503
Live alone,HHB5_21504
Live alone,HHB5_21505
Couple with dependent children,HHB5_21507
Couple with independent children only,HHB5_21508
Couple with no children,HHB5_21509
Couple with dependent children,HHB5_21510
Live alone,HHB5_21511
Other,HHB5_21512
Couple with no children,HHB5_21513
Couple with independent children only,HHB5_21514
Couple with no children,HHB5_21516
Couple with independent children only,HHB5_21517
Other,HHB5_21519
Couple with independent children only,HHB5_21522
Couple with independent children only,HHB5_21524
Live alone,HHB5_21525
Live alone,HHB5_21526
Other,HHB5_21527
Couple with independent children only,HHB5_21528
Other,HHB5_21531
Couple with independent children only,HHB5_21532
Live alone,HHB5_21534
Live alone,HHB5_21535
Couple with dependent children,HHB5_21536
Couple with independent children only,HHB5_21538
Couple with no children,HHB5_21539
Couple with independent children only,HHB5_21541
Couple with independent children only,HHB5_21542
Couple with independent children only,HHB5_21544
Other,HHB5_21546
Couple with no children,HHB5_21547
Live alone,HHB5_21549
Couple with independent children only,HHB5_21550
Couple with independent children only,HHB5_21551
Couple with dependent children,HHB5_21552
Live alone,HHB5_21553
Live alone,HHB5_21554
Couple with no children,HHB5_21555
Couple with independent children only,HHB5_21557
Couple with dependent children,HHB5_21558
Other,HHB5_21559
Live alone,HHB5_21560
Couple with dependent children,HHB5_21689
Couple with dependent children,HHB5_21690
Couple with independent children only,HHB5_21691
Two or more non-family adults,HHB5_21692
Couple with dependent children,HHB5_21693
Couple with no children,HHB5_21695
Couple with dependent children,HHB5_21696
Couple with no children,HHB5_21698
Other,HHB5_21699
Live alone,HHB5_21700
Couple with independent children only,HHB5_21701
Two or more non-family adults,HHB5_21702
Other,HHB5_21704
Couple with dependent children,HHB5_21705
Couple with no children,HHB5_21706
Couple with dependent children,HHB5_21708
Two or more non-family adults,HHB5_21709
Couple with no children,HHB5_21710
Couple with no children,HHB5_21711
Couple with no children,HHB5_21712
Couple with independent children only,HHB5_21713
Couple with dependent children,HHB5_21714
Lone parent with dependent children,HHB5_21721
Couple with independent children only,HHB5_21722
Couple with no children,HHB5_21724
Couple with no children,HHB5_21726
Live alone,HHB5_21730
Two or more non-family adults,HHB5_21731
Couple with dependent children,HHB5_21732
Couple with dependent children,HHB5_21733
Couple with independent children only,HHB5_21734
Two or more non-family adults,HHB5_21736
Lone parent with independent children only,HHB5_21737
Households containing two or more families,HHB5_21739
Couple with independent children only,HHB5_21740
Two or more non-family adults,HHB5_21743
Couple with independent children only,HHB5_620022
Couple with independent children only,HHB5_620137
Couple with independent children only,HHB5_620262
Couple with dependent children,HHB5_621389
Live alone,HHB6_20002
Couple with independent children only,HHB6_20003
Couple with independent children only,HHB6_20005
Live alone,HHB6_20006
Couple with independent children only,HHB6_20008
Lone parent with dependent children,HHB6_20009
Other,HHB6_20010
Couple with independent children only,HHB6_20011
Couple with no children,HHB6_20013
Couple with no children,HHB6_20014
Live alone,HHB6_20015
Live alone,HHB6_20017
Couple with independent children only,HHB6_20019
Lone parent with independent children only,HHB6_20021
Couple with dependent children,HHB6_20022
Couple with no children,HHB6_20023
Couple with independent children only,HHB6_20024
Two or more non-family adults,HHB6_20026
Two or more non-family adults,HHB6_20027
Live alone,HHB6_20028
Couple with dependent children,HHB6_20030
Lone parent with independent children only,HHB6_20031
Couple with dependent children,HHB6_20033
Couple with no children,HHB6_20034
Couple with no children,HHB6_20036
Couple with no children,HHB6_20038
Live alone,HHB6_20039
Live alone,HHB6_20040
Couple with independent children only,HHB6_20041
Live alone,HHB6_20042
Live alone,HHB6_20044
Live alone,HHB6_20045
Couple with no children,HHB6_20046
Couple with no children,HHB6_20047
Two or more non-family adults,HHB6_20048
Couple with dependent children,HHB6_20049
Couple with independent children only,HHB6_20050
Couple with no children,HHB6_20051
Couple with independent children only,HHB6_20052
Couple with no children,HHB6_20053
Live alone,HHB6_20054
Couple with independent children only,HHB6_20055
Couple with no children,HHB6_20057
Two or more non-family adults,HHB6_20058
Couple with no children,HHB6_20059
Couple with independent children only,HHB6_20061
Couple with no children,HHB6_20062
Couple with independent children only,HHB6_20063
Two or more non-family adults,HHB6_20064
Live alone,HHB6_20067
Live alone,HHB6_20068
Couple with independent children only,HHB6_20069
Couple with independent children only,HHB6_20070
Couple with no children,HHB6_20071
Couple with dependent children,HHB6_20072
Live alone,HHB6_20073
Couple with no children,HHB6_20077
Live alone,HHB6_20078
Live alone,HHB6_20080
Couple with independent children only,HHB6_20081
Couple with dependent children,HHB6_20084
Couple with independent children only,HHB6_20085
Lone parent with independent children only,HHB6_20086
Couple with independent children only,HHB6_20088
Live alone,HHB6_20090
Couple with dependent children,HHB6_20091
Couple with dependent children,HHB6_20093
Couple with no children,HHB6_20094
Lone parent with dependent children,HHB6_20096
Live alone,HHB6_20098
Lone parent with independent children only,HHB6_20099
Live alone,HHB6_20100
Two or more non-family adults,HHB6_20101
Couple with no children,HHB6_20103
Couple with no children,HHB6_20104
Couple with dependent children,HHB6_20105
Couple with no children,HHB6_20106
Live alone,HHB6_20107
Live alone,HHB6_20108
Couple with dependent children,HHB6_20110
Couple with dependent children,HHB6_20111
Couple with no children,HHB6_20114
Live alone,HHB6_20117
Lone parent with independent children only,HHB6_20118
Couple with dependent children,HHB6_20119
Couple with independent children only,HHB6_20122
Live alone,HHB6_20123
Couple with dependent children,HHB6_20125
Lone parent with independent children only,HHB6_20126
Couple with independent children only,HHB6_20128
Couple with dependent children,HHB6_20130
Live alone,HHB6_20131
Couple with dependent children,HHB6_20132
Couple with independent children only,HHB6_20133
Live alone,HHB6_20134
Live alone,HHB6_20135
Couple with independent children only,HHB6_20136
Couple with independent children only,HHB6_20137
Couple with independent children only,HHB6_20138
Couple with independent children only,HHB6_20139
Couple with no children,HHB6_20140
Couple with independent children only,HHB6_20143
Couple with independent children only,HHB6_20145
Live alone,HHB6_20146
Live alone,HHB6_20148
Couple with no children,HHB6_20149
Lone parent with dependent children,HHB6_20152
Couple with independent children only,HHB6_20153
Couple with independent children only,HHB6_20155
Couple with independent children only,HHB6_20156
Couple with independent children only,HHB6_20157
Couple with dependent children,HHB6_20160
Couple with independent children only,HHB6_20161
Live alone,HHB6_20164
Couple with independent children only,HHB6_20165
Couple with independent children only,HHB6_20166
Couple with no children,HHB6_20167
Live alone,HHB6_20168
Couple with no children,HHB6_20169
Live alone,HHB6_20170
Other,HHB6_20172
Couple with no children,HHB6_20173
Couple with independent children only,HHB6_20175
Couple with dependent children,HHB6_20176
Other,HHB6_20177
Couple with dependent children,HHB6_20178
Couple with dependent children,HHB6_20180
Couple with independent children only,HHB6_20182
Couple with no children,HHB6_20183
Lone parent with independent children only,HHB6_20184
Lone parent with independent children only,HHB6_20185
Couple with no children,HHB6_20186
Two or more non-family adults,HHB6_20188
Other,HHB6_20189
Live alone,HHB6_20192
Couple with independent children only,HHB6_20195
Live alone,HHB6_20196
Live alone,HHB6_20197
Live alone,HHB6_20202
Couple with dependent children,HHB6_20203
Lone parent with dependent children,HHB6_20204
Lone parent with dependent children,HHB6_20205
Couple with dependent children,HHB6_20207
Couple with no children,HHB6_20210
Other,HHB6_20211
Live alone,HHB6_20212
Couple with independent children only,HHB6_20213
Live alone,HHB6_20215
Couple with no children,HHB6_20217
Couple with no children,HHB6_20218
Lone parent with independent children only,HHB6_20219
Two or more non-family adults,HHB6_20223
Couple with dependent children,HHB6_20224
Couple with dependent children,HHB6_20225
Couple with independent children only,HHB6_20226
Couple with independent children only,HHB6_20228
Couple with independent children only,HHB6_20229
Households containing two or more families,HHB6_20232
Couple with dependent children,HHB6_20234
Live alone,HHB6_20235
Live alone,HHB6_20236
Lone parent with dependent children,HHB6_20237
Live alone,HHB6_20238
Other,HHB6_20239
Couple with no children,HHB6_20240
Couple with dependent children,HHB6_20241
Couple with no children,HHB6_20242
Couple with dependent children,HHB6_20243
Lone parent with dependent children,HHB6_20244
Live alone,HHB6_20247
Couple with independent children only,HHB6_20249
Couple with no children,HHB6_20250
Two or more non-family adults,HHB6_20251
Households containing two or more families,HHB6_20252
Live alone,HHB6_20254
Couple with independent children only,HHB6_20256
Other,HHB6_20257
Couple with independent children only,HHB6_20258
Couple with independent children only,HHB6_20260
Couple with dependent children,HHB6_20264
Live alone,HHB6_20266
Couple with dependent children,HHB6_20267
Couple with dependent children,HHB6_20268
Live alone,HHB6_20270
Couple with dependent children,HHB6_20271
Other,HHB6_20272
Couple with dependent children,HHB6_20273
Couple with no children,HHB6_20274
Live alone,HHB6_20275
Couple with no children,HHB6_20276
Live alone,HHB6_20277
Couple with no children,HHB6_20278
Live alone,HHB6_20279
Lone parent with dependent children,HHB6_20280
Couple with independent children only,HHB6_20281
Couple with no children,HHB6_20282
Live alone,HHB6_20284
Live alone,HHB6_20285
Couple with no children,HHB6_20286
Live alone,HHB6_20287
Couple with independent children only,HHB6_20288
Couple with independent children only,HHB6_20290
Two or more non-family adults,HHB6_20293
